amount,transaction_type,merchant_category,location,device_used,is_fraud
10.46,transfer,online,Tokyo,atm,False
1688.88,deposit,entertainment,Tokyo,mobile,False
1306.1,deposit,online,New York,atm,False
661.83,deposit,online,New York,mobile,False
1007,deposit,online,Tokyo,atm,False
2072.83,deposit,online,New York,mobile,False
1570.39,deposit,online,New York,mobile,False
771.99,deposit,entertainment,New York,atm,False
7.6,transfer,entertainment,New York,mobile,False
1371.38,deposit,online,New York,atm,False
26.06,transfer,online,Tokyo,atm,False
1401.94,deposit,entertainment,New York,atm,False
5.49,transfer,online,New York,atm,False
41.89,transfer,online,Tokyo,mobile,False
71.59,transfer,online,Tokyo,mobile,False
10.74,transfer,entertainment,Tokyo,atm,False
27.57,transfer,online,New York,mobile,False
15.48,transfer,entertainment,Tokyo,mobile,False
62.1,transfer,entertainment,New York,mobile,False
11.64,transfer,entertainment,Tokyo,mobile,False
22.01,transfer,entertainment,New York,atm,False
19.42,transfer,online,New York,mobile,False
249.28,deposit,entertainment,New York,atm,False
1799.71,deposit,online,Tokyo,atm,False
16.46,transfer,entertainment,New York,atm,False
2227.41,deposit,entertainment,Tokyo,mobile,False
75.45,transfer,online,New York,mobile,False
903.03,deposit,online,New York,atm,False
26,transfer,entertainment,Tokyo,mobile,False
1446.27,deposit,entertainment,Tokyo,atm,False
24.96,transfer,entertainment,Tokyo,atm,False
11.28,transfer,online,New York,mobile,False
8.29,transfer,entertainment,Tokyo,atm,False
4.61,transfer,entertainment,Tokyo,mobile,False
40.82,transfer,online,Tokyo,atm,False
1832.54,deposit,online,New York,mobile,False
1802.51,deposit,entertainment,Tokyo,mobile,False
1704.59,deposit,entertainment,Tokyo,mobile,False
17.29,transfer,entertainment,New York,atm,False
5.41,transfer,online,New York,mobile,False
22.58,transfer,online,Tokyo,mobile,False
27.89,transfer,entertainment,New York,atm,False
993.37,deposit,online,New York,atm,False
0.01,deposit,online,New York,atm,False
977.55,deposit,entertainment,New York,atm,False
33.05,transfer,online,Tokyo,atm,False
1031.52,deposit,online,Tokyo,atm,False
1175.73,deposit,entertainment,Tokyo,atm,False
0.01,deposit,online,Tokyo,atm,False
828.09,deposit,entertainment,New York,atm,False
45.48,transfer,entertainment,Tokyo,atm,False
72.78,transfer,online,Tokyo,atm,False
10.47,transfer,online,Tokyo,atm,False
19.9,transfer,entertainment,New York,mobile,False
19.77,transfer,entertainment,New York,mobile,False
1041.63,deposit,entertainment,New York,mobile,False
6.8,transfer,entertainment,Tokyo,mobile,False
1007.45,deposit,entertainment,New York,mobile,False
1329.81,deposit,online,Tokyo,mobile,False
1391.15,deposit,online,New York,mobile,False
18.35,transfer,online,New York,atm,False
1357.18,deposit,online,New York,mobile,False
453.41,deposit,online,Tokyo,atm,False
869.63,deposit,entertainment,Tokyo,atm,False
669.19,deposit,online,New York,mobile,False
9.25,transfer,online,New York,mobile,False
627.52,deposit,online,Tokyo,atm,False
791.74,deposit,online,New York,mobile,False
18.33,transfer,online,Tokyo,mobile,False
798.12,deposit,entertainment,Tokyo,atm,False
13.91,transfer,online,New York,atm,False
523,deposit,entertainment,New York,atm,False
1676.56,deposit,online,Tokyo,mobile,False
23.51,transfer,online,New York,atm,False
249.52,deposit,entertainment,New York,mobile,False
695.03,deposit,entertainment,New York,atm,False
21.29,transfer,entertainment,Tokyo,mobile,False
12.47,transfer,entertainment,Tokyo,mobile,False
1737.23,deposit,entertainment,New York,atm,False
496.78,deposit,entertainment,Tokyo,atm,False
91.28,transfer,entertainment,Tokyo,mobile,False
621.42,deposit,online,Tokyo,mobile,False
1854.71,deposit,entertainment,Tokyo,atm,False
325.62,deposit,entertainment,New York,mobile,False
26.98,transfer,online,New York,atm,False
2367.6,deposit,entertainment,New York,mobile,False
463.66,deposit,online,New York,mobile,False
41.53,transfer,entertainment,New York,atm,False
1557.11,deposit,entertainment,Tokyo,mobile,False
193.73,deposit,entertainment,New York,atm,False
634.17,deposit,online,Tokyo,atm,False
17.22,transfer,entertainment,Tokyo,mobile,False
34.86,transfer,entertainment,Tokyo,mobile,False
2.06,transfer,entertainment,New York,atm,False
18.27,transfer,online,New York,atm,False
748.41,deposit,online,New York,mobile,False
46.93,transfer,online,Tokyo,atm,False
258.81,deposit,entertainment,Tokyo,atm,False
1198.24,deposit,entertainment,Tokyo,mobile,False
18.54,transfer,online,New York,mobile,False
1002.86,deposit,online,New York,mobile,False
14.13,transfer,entertainment,Tokyo,mobile,False
72.59,transfer,online,New York,atm,False
7.27,transfer,entertainment,New York,atm,False
890.84,deposit,online,Tokyo,atm,False
1610.96,deposit,entertainment,Tokyo,mobile,False
1116.73,deposit,entertainment,New York,atm,False
826.94,deposit,online,New York,mobile,False
1129.48,deposit,online,Tokyo,mobile,False
675.63,deposit,online,New York,atm,False
1113.97,deposit,entertainment,Tokyo,mobile,False
7.15,transfer,online,Tokyo,mobile,False
16.02,transfer,entertainment,Tokyo,atm,False
67.53,transfer,entertainment,Tokyo,mobile,False
37.63,transfer,online,New York,atm,False
38.07,transfer,online,New York,mobile,False
1133.31,deposit,entertainment,Tokyo,mobile,False
1963.96,deposit,online,New York,mobile,False
1134.38,deposit,online,Tokyo,atm,False
728.18,deposit,online,New York,atm,False
1271.75,deposit,entertainment,New York,mobile,False
320.93,deposit,entertainment,New York,atm,False
1337.55,deposit,entertainment,Tokyo,mobile,False
29.44,transfer,online,Tokyo,mobile,False
20.13,transfer,entertainment,Tokyo,mobile,False
511.8,deposit,online,Tokyo,atm,False
3.43,transfer,online,Tokyo,atm,False
20.1,transfer,entertainment,Tokyo,mobile,False
16.68,transfer,entertainment,New York,mobile,False
957.2,deposit,online,New York,atm,False
1170.77,deposit,entertainment,New York,atm,False
30.43,transfer,online,Tokyo,mobile,False
47.76,transfer,online,New York,mobile,False
25.4,transfer,online,New York,atm,False
1059.14,deposit,entertainment,Tokyo,atm,False
36.52,transfer,entertainment,New York,atm,False
50.51,transfer,online,Tokyo,mobile,True
10.21,transfer,entertainment,Tokyo,atm,False
11.3,transfer,entertainment,New York,atm,False
553.92,deposit,entertainment,Tokyo,atm,False
23.32,transfer,entertainment,Tokyo,atm,False
604.32,deposit,online,New York,atm,False
926.99,deposit,entertainment,New York,atm,False
260.83,deposit,entertainment,Tokyo,mobile,False
354.17,deposit,entertainment,Tokyo,atm,False
915.56,deposit,online,Tokyo,atm,False
1409.15,deposit,entertainment,New York,mobile,False
12.51,transfer,entertainment,Tokyo,mobile,False
1518.39,deposit,entertainment,New York,atm,False
834.73,deposit,online,New York,mobile,False
49.52,transfer,online,Tokyo,atm,False
8.83,transfer,online,New York,atm,False
8.44,transfer,entertainment,Tokyo,atm,False
1806.3,deposit,online,New York,atm,False
678.47,deposit,online,New York,mobile,False
888.15,deposit,entertainment,New York,mobile,False
949.03,deposit,entertainment,New York,mobile,False
18.02,transfer,online,New York,mobile,False
782.53,deposit,entertainment,Tokyo,atm,False
272.58,deposit,entertainment,New York,atm,False
198.1,deposit,entertainment,New York,mobile,False
1189.31,deposit,entertainment,New York,mobile,False
1835,deposit,entertainment,New York,mobile,False
15.79,transfer,entertainment,Tokyo,atm,False
975.36,deposit,online,New York,mobile,True
1431,deposit,entertainment,New York,mobile,False
31.67,transfer,entertainment,New York,atm,False
360.16,deposit,online,New York,mobile,False
41.92,transfer,online,Tokyo,atm,False
27.76,transfer,online,Tokyo,atm,False
55.83,transfer,entertainment,New York,atm,False
40.74,transfer,entertainment,New York,mobile,False
1062.67,deposit,entertainment,New York,atm,False
25.91,transfer,entertainment,New York,mobile,False
25.16,transfer,online,New York,atm,False
29.69,transfer,online,New York,atm,False
8.4,transfer,entertainment,Tokyo,atm,False
956.11,deposit,entertainment,New York,atm,False
0.01,deposit,entertainment,New York,mobile,False
1245.82,deposit,entertainment,Tokyo,mobile,False
15.38,transfer,entertainment,New York,atm,False
1052.83,deposit,online,Tokyo,atm,False
1054.96,deposit,entertainment,Tokyo,mobile,False
783.43,deposit,online,Tokyo,atm,False
956.26,deposit,online,New York,atm,False
477.3,deposit,entertainment,Tokyo,mobile,False
32.56,transfer,online,Tokyo,atm,False
915.84,deposit,entertainment,Tokyo,atm,False
1163.99,deposit,online,Tokyo,mobile,False
37,transfer,online,Tokyo,atm,False
15.21,transfer,online,New York,atm,False
1278.8,deposit,online,Tokyo,mobile,False
19.56,transfer,entertainment,New York,atm,False
13.02,transfer,online,Tokyo,mobile,False
38.75,transfer,online,Tokyo,atm,False
81.97,transfer,entertainment,Tokyo,atm,False
43.24,transfer,entertainment,Tokyo,atm,False
16.43,transfer,entertainment,New York,mobile,False
13,transfer,online,New York,atm,False
6.06,transfer,entertainment,Tokyo,mobile,False
1849.05,deposit,online,New York,atm,False
1263.69,deposit,online,New York,mobile,False
1198.6,deposit,online,Tokyo,atm,False
5.84,transfer,online,New York,mobile,False
940.97,deposit,entertainment,Tokyo,mobile,False
43.97,transfer,online,New York,mobile,False
436.03,deposit,online,New York,atm,False
13.07,transfer,online,Tokyo,atm,False
1027.2,deposit,online,New York,atm,False
20.96,transfer,online,New York,atm,False
376.82,deposit,entertainment,Tokyo,mobile,False
14.27,transfer,entertainment,Tokyo,atm,False
61.48,transfer,entertainment,Tokyo,atm,False
1102.16,deposit,entertainment,Tokyo,mobile,False
45.58,transfer,entertainment,Tokyo,mobile,False
1765.21,deposit,entertainment,Tokyo,mobile,False
37.25,transfer,entertainment,Tokyo,atm,False
5.83,transfer,entertainment,Tokyo,atm,False
1077.16,deposit,online,Tokyo,mobile,False
3.46,transfer,entertainment,New York,mobile,False
27.07,transfer,entertainment,Tokyo,atm,False
905.35,deposit,entertainment,Tokyo,mobile,False
41.39,transfer,entertainment,New York,mobile,False
613,deposit,online,New York,mobile,False
10.08,transfer,entertainment,New York,mobile,False
33.15,transfer,online,New York,atm,False
0.01,deposit,online,New York,mobile,False
523.8,deposit,online,Tokyo,atm,False
41.44,transfer,online,Tokyo,mobile,False
32.27,transfer,online,Tokyo,mobile,False
44,transfer,entertainment,New York,atm,False
19.98,transfer,online,Tokyo,mobile,False
197.84,deposit,entertainment,Tokyo,atm,False
1661.01,deposit,online,Tokyo,mobile,False
1426.35,deposit,online,New York,mobile,False
655.11,deposit,online,Tokyo,mobile,False
1066.65,deposit,entertainment,Tokyo,mobile,False
0.01,deposit,entertainment,Tokyo,atm,False
20.99,transfer,online,New York,atm,False
32.53,transfer,online,Tokyo,mobile,False
1185.52,deposit,entertainment,New York,atm,False
1998.94,deposit,entertainment,Tokyo,atm,False
1490.69,deposit,entertainment,Tokyo,mobile,False
540.18,deposit,entertainment,Tokyo,atm,False
22.75,transfer,online,New York,atm,False
1080.79,deposit,online,New York,atm,False
17.63,transfer,online,New York,mobile,False
528.16,deposit,online,Tokyo,mobile,False
16.85,transfer,entertainment,Tokyo,atm,False
15.82,transfer,entertainment,New York,mobile,False
202.92,deposit,entertainment,New York,mobile,False
944.1,deposit,online,Tokyo,atm,False
98.03,transfer,online,Tokyo,mobile,False
1263.3,deposit,entertainment,New York,mobile,False
21.91,transfer,online,Tokyo,atm,False
13.45,transfer,entertainment,Tokyo,mobile,False
9.65,transfer,entertainment,Tokyo,mobile,False
29.17,transfer,online,Tokyo,atm,False
512.08,deposit,entertainment,Tokyo,mobile,False
350.04,deposit,entertainment,Tokyo,mobile,False
855.64,deposit,entertainment,Tokyo,atm,False
18.49,transfer,entertainment,Tokyo,atm,False
478.51,deposit,online,Tokyo,mobile,False
29.93,transfer,online,New York,atm,False
55.36,transfer,entertainment,New York,mobile,False
15.9,transfer,entertainment,New York,atm,False
10.43,transfer,online,Tokyo,atm,False
13.59,transfer,entertainment,New York,mobile,False
2025.55,deposit,entertainment,Tokyo,mobile,False
273.44,deposit,entertainment,Tokyo,mobile,False
384.89,deposit,entertainment,Tokyo,atm,False
2534.62,deposit,online,Tokyo,atm,False
742.79,deposit,entertainment,Tokyo,atm,False
91.1,transfer,entertainment,Tokyo,atm,False
1282.96,deposit,entertainment,New York,mobile,False
1001.1,deposit,entertainment,New York,mobile,False
10.04,transfer,online,New York,atm,False
669.9,deposit,online,New York,mobile,False
885.38,deposit,entertainment,Tokyo,atm,False
834.1,deposit,entertainment,New York,mobile,False
27.89,transfer,entertainment,New York,atm,False
51.44,transfer,online,Tokyo,mobile,False
1708.81,deposit,entertainment,New York,atm,False
35.14,transfer,online,New York,mobile,False
35.37,transfer,entertainment,New York,mobile,False
143.58,transfer,entertainment,Tokyo,atm,False
28.15,transfer,entertainment,Tokyo,mobile,False
7.01,transfer,online,New York,mobile,False
533.37,deposit,online,New York,mobile,False
1688.61,deposit,entertainment,Tokyo,atm,False
599.74,deposit,online,Tokyo,atm,False
14.68,transfer,online,Tokyo,atm,False
1313.41,deposit,entertainment,New York,mobile,False
8.75,transfer,entertainment,Tokyo,mobile,False
10.73,transfer,online,Tokyo,mobile,False
832.61,deposit,online,Tokyo,mobile,False
698.34,deposit,entertainment,Tokyo,mobile,False
27.94,transfer,online,New York,mobile,False
16.47,transfer,entertainment,Tokyo,mobile,False
1021.25,deposit,online,New York,atm,False
28.5,transfer,online,Tokyo,mobile,False
649.21,deposit,online,Tokyo,atm,False
16.95,transfer,online,Tokyo,mobile,False
20.99,transfer,entertainment,New York,mobile,False
32.01,transfer,online,New York,atm,False
1357.94,deposit,entertainment,Tokyo,mobile,False
902.84,deposit,online,Tokyo,mobile,False
19.75,transfer,entertainment,Tokyo,atm,False
1321.65,deposit,entertainment,Tokyo,mobile,False
1054.96,deposit,online,New York,mobile,False
1589.94,deposit,entertainment,Tokyo,atm,False
1934.85,deposit,entertainment,New York,mobile,False
12.62,transfer,online,New York,mobile,False
29.03,transfer,online,New York,atm,False
1415,deposit,entertainment,Tokyo,atm,False
27.3,transfer,entertainment,New York,mobile,False
31.88,transfer,online,Tokyo,atm,False
995.08,deposit,online,Tokyo,atm,False
68.8,transfer,entertainment,Tokyo,mobile,False
498.13,deposit,entertainment,Tokyo,atm,False
0.01,deposit,entertainment,New York,atm,False
1569.44,deposit,online,Tokyo,mobile,False
23.2,transfer,entertainment,New York,mobile,False
251.28,deposit,entertainment,New York,atm,False
47.42,transfer,online,Tokyo,atm,False
53.34,transfer,online,New York,mobile,False
16.34,transfer,online,Tokyo,atm,False
812.36,deposit,online,Tokyo,atm,False
23.71,transfer,entertainment,New York,mobile,False
81.42,deposit,online,New York,atm,False
300.81,deposit,online,New York,atm,False
1170.91,deposit,entertainment,Tokyo,mobile,False
1631.38,deposit,entertainment,New York,mobile,False
708.78,deposit,entertainment,Tokyo,atm,False
1906.79,deposit,online,New York,mobile,False
29.3,transfer,online,New York,mobile,False
285.2,deposit,entertainment,New York,atm,False
963.07,deposit,entertainment,New York,atm,False
663.32,deposit,entertainment,Tokyo,mobile,False
1656.92,deposit,online,Tokyo,atm,False
1278.78,deposit,online,New York,atm,False
918.8,deposit,online,New York,atm,False
10.19,transfer,online,New York,atm,False
976.58,deposit,online,New York,mobile,False
669.72,deposit,entertainment,New York,mobile,False
24.76,transfer,entertainment,New York,atm,False
